"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output"
"D-003-2","Added-Edge Connectivity Planner","Diamond","DSU","Nodes joined by a chain of added undirected edges are connected. Queries ask whether two nodes are in the same connected component after all listed additions.","Answer each connectivity query with YES or NO. Print only the required result.","Line 1: N E Q.
Next E lines: added edge u v.
Next Q lines: query u v.","1 <= N,E,Q <= 200000
node labels: 1 to N","3 2 2
1 2
2 3
1 3
1 2","YES
YES","3 2 2
1 2
2 3
1 3
1 2","YES
YES","4 2 2
1 2
3 4
1 4
2 1","NO
YES","2 1 1
1 2
1 2","YES","4 0 2
1 1
1 2","YES
NO","5 3 3
1 2
2 3
4 5
1 3
1 5
4 5","YES
NO
YES","3 2 1
1 2
1 3
2 3","YES","4 1 2
2 3
1 4
2 3","NO
YES","5 2 2
1 5
2 4
1 4
2 5","NO
NO"
"D-003-3","Added-Edge Connectivity Checkpoint","Diamond","DSU","Nodes joined by a chain of added undirected edges are connected. Queries ask whether two nodes are in the same connected component after all listed additions.","Answer each connectivity query with YES or NO. Treat each input as one independent scenario.","Line 1: N E Q.
Next E lines: added edge u v.
Next Q lines: query u v.","1 <= N,E,Q <= 200000
node labels: 1 to N","3 2 2
1 2
2 3
1 3
1 2","YES
YES","3 2 2
1 2
2 3
1 3
1 2","YES
YES","4 2 2
1 2
3 4
1 4
2 1","NO
YES","2 1 1
1 2
1 2","YES","4 0 2
1 1
1 2","YES
NO","5 3 3
1 2
2 3
4 5
1 3
1 5
4 5","YES
NO
YES","3 2 1
1 2
1 3
2 3","YES","4 1 2
2 3
1 4
2 3","NO
YES","5 2 2
1 5
2 4
1 4
2 5","NO
NO"
"D-003-4","Added-Edge Connectivity Tracker","Diamond","DSU","Nodes joined by a chain of added undirected edges are connected. Queries ask whether two nodes are in the same connected component after all listed additions.","Answer each connectivity query with YES or NO. Keep the input and output format exact.","Line 1: N E Q.
Next E lines: added edge u v.
Next Q lines: query u v.","1 <= N,E,Q <= 200000
node labels: 1 to N","3 2 2
1 2
2 3
1 3
1 2","YES
YES","3 2 2
1 2
2 3
1 3
1 2","YES
YES","4 2 2
1 2
3 4
1 4
2 1","NO
YES","2 1 1
1 2
1 2","YES","4 0 2
1 1
1 2","YES
NO","5 3 3
1 2
2 3
4 5
1 3
1 5
4 5","YES
NO
YES","3 2 1
1 2
1 3
2 3","YES","4 1 2
2 3
1 4
2 3","NO
YES","5 2 2
1 5
2 4
1 4
2 5","NO
NO"
"D-003-5","Added-Edge Connectivity Verifier","Diamond","DSU","Nodes joined by a chain of added undirected edges are connected. Queries ask whether two nodes are in the same connected component after all listed additions.","Answer each connectivity query with YES or NO. Use the same definition for all tests.","Line 1: N E Q.
Next E lines: added edge u v.
Next Q lines: query u v.","1 <= N,E,Q <= 200000
node labels: 1 to N","3 2 2
1 2
2 3
1 3
1 2","YES
YES","3 2 2
1 2
2 3
1 3
1 2","YES
YES","4 2 2
1 2
3 4
1 4
2 1","NO
YES","2 1 1
1 2
1 2","YES","4 0 2
1 1
1 2","YES
NO","5 3 3
1 2
2 3
4 5
1 3
1 5
4 5","YES
NO
YES","3 2 1
1 2
1 3
2 3","YES","4 1 2
2 3
1 4
2 3","NO
YES","5 2 2
1 5
2 4
1 4
2 5","NO
NO"
"D-004-1","First Cycle-Closing Edge","Diamond","DSU","Adding an edge creates a cycle when its two endpoints are already connected by earlier edges.","Print the 1-indexed first edge that creates a cycle, or NONE if no edge does. Follow every stated tie rule.","Line 1: N M.
Next M lines: undirected edge u v.","1 <= N,M <= 200000
node labels: 1 to N","3 3
1 2
2 3
1 3","3","3 3
1 2
2 3
1 3","3","3 2
1 2
2 3","NONE","2 2
1 2
1 2","2","4 4
1 2
3 4
2 3
4 1","4","1 1
1 1","1","5 4
1 2
2 3
3 4
4 5","NONE","4 4
1 2
2 3
3 1
1 4","3","4 3
1 2
2 4
1 4","3"
"D-004-2","First Cycle-Closing Edge Planner","Diamond","DSU","Adding an edge creates a cycle when its two endpoints are already connected by earlier edges.","Print the 1-indexed first edge that creates a cycle, or NONE if no edge does. Print only the required result.","Line 1: N M.
Next M lines: undirected edge u v.","1 <= N,M <= 200000
node labels: 1 to N","3 3
1 2
2 3
1 3","3","3 3
1 2
2 3
1 3","3","3 2
1 2
2 3","NONE","2 2
1 2
1 2","2","4 4
1 2
3 4
2 3
4 1","4","1 1
1 1","1","5 4
1 2
2 3
3 4
4 5","NONE","4 4
1 2
2 3
3 1
1 4","3","4 3
1 2
2 4
1 4","3"
"D-004-3","First Cycle-Closing Edge Checkpoint","Diamond","DSU","Adding an edge creates a cycle when its two endpoints are already connected by earlier edges.","Print the 1-indexed first edge that creates a cycle, or NONE if no edge does. Treat each input as one independent scenario.","Line 1: N M.
Next M lines: undirected edge u v.","1 <= N,M <= 200000
node labels: 1 to N","3 3
1 2
2 3
1 3","3","3 3
1 2
2 3
1 3","3","3 2
1 2
2 3","NONE","2 2
1 2
1 2","2","4 4
1 2
3 4
2 3
4 1","4","1 1
1 1","1","5 4
1 2
2 3
3 4
4 5","NONE","4 4
1 2
2 3
3 1
1 4","3","4 3
1 2
2 4
1 4","3"
"D-004-4","First Cycle-Closing Edge Tracker","Diamond","DSU","Adding an edge creates a cycle when its two endpoints are already connected by earlier edges.","Print the 1-indexed first edge that creates a cycle, or NONE if no edge does. Keep the input and output format exact.","Line 1: N M.
Next M lines: undirected edge u v.","1 <= N,M <= 200000
node labels: 1 to N","3 3
1 2
2 3
1 3","3","3 3
1 2
2 3
1 3","3","3 2
1 2
2 3","NONE","2 2
1 2
1 2","2","4 4
1 2
3 4
2 3
4 1","4","1 1
1 1","1","5 4
1 2
2 3
3 4
4 5","NONE","4 4
1 2
2 3
3 1
1 4","3","4 3
1 2
2 4
1 4","3"
"D-004-5","First Cycle-Closing Edge Verifier","Diamond","DSU","Adding an edge creates a cycle when its two endpoints are already connected by earlier edges.","Print the 1-indexed first edge that creates a cycle, or NONE if no edge does. Use the same definition for all tests.","Line 1: N M.
Next M lines: undirected edge u v.","1 <= N,M <= 200000
node labels: 1 to N","3 3
1 2
2 3
1 3","3","3 3
1 2
2 3
1 3","3","3 2
1 2
2 3","NONE","2 2
1 2
1 2","2","4 4
1 2
3 4
2 3
4 1","4","1 1
1 1","1","5 4
1 2
2 3
3 4
4 5","NONE","4 4
1 2
2 3
3 1
1 4","3","4 3
1 2
2 4
1 4","3"
"D-005-1","Minimum Network Cost","Diamond","DSU","An undirected edge can connect two nodes for its stated cost. A spanning connection reaches every node from every other node.","Print the minimum total cost to connect all nodes, or -1 when impossible. Follow every stated tie rule.","Line 1: N M.
Next M lines: u v cost.","1 <= N <= 200000
0 <= M <= 300000
cost: 0 to 10^9","2 1
1 2 5","5","2 1
1 2 5","5","3 3
1 2 1
2 3 2
1 3 5","3","3 1
1 2 1","-1","4 4
1 2 1
2 3 1
3 4 1
4 1 10","3","1 0
","0","4 5
1 2 5
1 3 6
1 4 7
2 3 1
3 4 1","7","3 3
1 2 0
2 3 0
1 3 1","0","5 5
1 2 3
2 3 4
3 4 5
4 5 6
1 5 100","18"
"D-005-2","Minimum Network Cost Planner","Diamond","DSU","An undirected edge can connect two nodes for its stated cost. A spanning connection reaches every node from every other node.","Print the minimum total cost to connect all nodes, or -1 when impossible. Print only the required result.","Line 1: N M.
Next M lines: u v cost.","1 <= N <= 200000
0 <= M <= 300000
cost: 0 to 10^9","2 1
1 2 5","5","2 1
1 2 5","5","3 3
1 2 1
2 3 2
1 3 5","3","3 1
1 2 1","-1","4 4
1 2 1
2 3 1
3 4 1
4 1 10","3","1 0
","0","4 5
1 2 5
1 3 6
1 4 7
2 3 1
3 4 1","7","3 3
1 2 0
2 3 0
1 3 1","0","5 5
1 2 3
2 3 4
3 4 5
4 5 6
1 5 100","18"
"D-005-3","Minimum Network Cost Checkpoint","Diamond","DSU","An undirected edge can connect two nodes for its stated cost. A spanning connection reaches every node from every other node.","Print the minimum total cost to connect all nodes, or -1 when impossible. Treat each input as one independent scenario.","Line 1: N M.
Next M lines: u v cost.","1 <= N <= 200000
0 <= M <= 300000
cost: 0 to 10^9","2 1
1 2 5","5","2 1
1 2 5","5","3 3
1 2 1
2 3 2
1 3 5","3","3 1
1 2 1","-1","4 4
1 2 1
2 3 1
3 4 1
4 1 10","3","1 0
","0","4 5
1 2 5
1 3 6
1 4 7
2 3 1
3 4 1","7","3 3
1 2 0
2 3 0
1 3 1","0","5 5
1 2 3
2 3 4
3 4 5
4 5 6
1 5 100","18"
"D-005-4","Minimum Network Cost Tracker","Diamond","DSU","An undirected edge can connect two nodes for its stated cost. A spanning connection reaches every node from every other node.","Print the minimum total cost to connect all nodes, or -1 when impossible. Keep the input and output format exact.","Line 1: N M.
Next M lines: u v cost.","1 <= N <= 200000
0 <= M <= 300000
cost: 0 to 10^9","2 1
1 2 5","5","2 1
1 2 5","5","3 3
1 2 1
2 3 2
1 3 5","3","3 1
1 2 1","-1","4 4
1 2 1
2 3 1
3 4 1
4 1 10","3","1 0
","0","4 5
1 2 5
1 3 6
1 4 7
2 3 1
3 4 1","7","3 3
1 2 0
2 3 0
1 3 1","0","5 5
1 2 3
2 3 4
3 4 5
4 5 6
1 5 100","18"
"D-005-5","Minimum Network Cost Verifier","Diamond","DSU","An undirected edge can connect two nodes for its stated cost. A spanning connection reaches every node from every other node.","Print the minimum total cost to connect all nodes, or -1 when impossible. Use the same definition for all tests.","Line 1: N M.
Next M lines: u v cost.","1 <= N <= 200000
0 <= M <= 300000
cost: 0 to 10^9","2 1
1 2 5","5","2 1
1 2 5","5","3 3
1 2 1
2 3 2
1 3 5","3","3 1
1 2 1","-1","4 4
1 2 1
2 3 1
3 4 1
4 1 10","3","1 0
","0","4 5
1 2 5
1 3 6
1 4 7
2 3 1
3 4 1","7","3 3
1 2 0
2 3 0
1 3 1","0","5 5
1 2 3
2 3 4
3 4 5
4 5 6
1 5 100","18"
"D-006-1","Weighted Tree Diameter","Diamond","Trees","A tree has exactly one simple path between every two nodes. The distance of a path is the sum of its edge weights.","Print the maximum distance between any two nodes. Follow every stated tie rule.","Line 1: N.
Next N-1 lines: u v weight.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit distances","1
","0","1
","0","2
1 2 5","5","3
1 2 1
2 3 2","3","4
1 2 1
1 3 5
1 4 2","7","4
1 2 3
2 3 4
3 4 5","12","5
1 2 1
2 3 1
3 4 1
3 5 10","12","3
1 2 0
2 3 0","0","5
1 2 7
1 3 2
3 4 9
3 5 1","18"
"D-006-2","Weighted Tree Diameter Planner","Diamond","Trees","A tree has exactly one simple path between every two nodes. The distance of a path is the sum of its edge weights.","Print the maximum distance between any two nodes. Print only the required result.","Line 1: N.
Next N-1 lines: u v weight.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit distances","1
","0","1
","0","2
1 2 5","5","3
1 2 1
2 3 2","3","4
1 2 1
1 3 5
1 4 2","7","4
1 2 3
2 3 4
3 4 5","12","5
1 2 1
2 3 1
3 4 1
3 5 10","12","3
1 2 0
2 3 0","0","5
1 2 7
1 3 2
3 4 9
3 5 1","18"
"D-006-3","Weighted Tree Diameter Checkpoint","Diamond","Trees","A tree has exactly one simple path between every two nodes. The distance of a path is the sum of its edge weights.","Print the maximum distance between any two nodes. Treat each input as one independent scenario.","Line 1: N.
Next N-1 lines: u v weight.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit distances","1
","0","1
","0","2
1 2 5","5","3
1 2 1
2 3 2","3","4
1 2 1
1 3 5
1 4 2","7","4
1 2 3
2 3 4
3 4 5","12","5
1 2 1
2 3 1
3 4 1
3 5 10","12","3
1 2 0
2 3 0","0","5
1 2 7
1 3 2
3 4 9
3 5 1","18"
"D-006-4","Weighted Tree Diameter Tracker","Diamond","Trees","A tree has exactly one simple path between every two nodes. The distance of a path is the sum of its edge weights.","Print the maximum distance between any two nodes. Keep the input and output format exact.","Line 1: N.
Next N-1 lines: u v weight.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit distances","1
","0","1
","0","2
1 2 5","5","3
1 2 1
2 3 2","3","4
1 2 1
1 3 5
1 4 2","7","4
1 2 3
2 3 4
3 4 5","12","5
1 2 1
2 3 1
3 4 1
3 5 10","12","3
1 2 0
2 3 0","0","5
1 2 7
1 3 2
3 4 9
3 5 1","18"
"D-006-5","Weighted Tree Diameter Verifier","Diamond","Trees","A tree has exactly one simple path between every two nodes. The distance of a path is the sum of its edge weights.","Print the maximum distance between any two nodes. Use the same definition for all tests.","Line 1: N.
Next N-1 lines: u v weight.","1 <= N <= 200000
weights: 0 to 10^9
use 64-bit distances","1
","0","1
","0","2
1 2 5","5","3
1 2 1
2 3 2","3","4
1 2 1
1 3 5
1 4 2","7","4
1 2 3
2 3 4
3 4 5","12","5
1 2 1
2 3 1
3 4 1
3 5 10","12","3
1 2 0
2 3 0","0","5
1 2 7
1 3 2
3 4 9
3 5 1","18"
"D-007-1","Tree Distance Totals","Diamond","Trees","The distance between two tree nodes is the number of edges on their unique connecting path.","For nodes 1 through N, print each node’s sum of distances to all nodes. Follow every stated tie rule.","Line 1: N.
Next N-1 lines: undirected edge u v.","1 <= N <= 200000
node labels: 1 to N","1
","0","1
","0","2
1 2","1 1","3
1 2
2 3","3 2 3","4
1 2
1 3
1 4","3 5 5 5","4
1 2
2 3
3 4","6 4 4 6","5
1 2
2 3
2 4
4 5","8 5 8 6 9","3
1 2
1 3","2 3 3","5
1 2
1 3
3 4
3 5","6 9 5 8 8"
"D-007-2","Tree Distance Totals Planner","Diamond","Trees","The distance between two tree nodes is the number of edges on their unique connecting path.","For nodes 1 through N, print each node’s sum of distances to all nodes. Print only the required result.","Line 1: N.
Next N-1 lines: undirected edge u v.","1 <= N <= 200000
node labels: 1 to N","1
","0","1
","0","2
1 2","1 1","3
1 2
2 3","3 2 3","4
1 2
1 3
1 4","3 5 5 5","4
1 2
2 3
3 4","6 4 4 6","5
1 2
2 3
2 4
4 5","8 5 8 6 9","3
1 2
1 3","2 3 3","5
1 2
1 3
3 4
3 5","6 9 5 8 8"
"D-007-3","Tree Distance Totals Checkpoint","Diamond","Trees","The distance between two tree nodes is the number of edges on their unique connecting path.","For nodes 1 through N, print each node’s sum of distances to all nodes. Treat each input as one independent scenario.","Line 1: N.
Next N-1 lines: undirected edge u v.","1 <= N <= 200000
node labels: 1 to N","1
","0","1
","0","2
1 2","1 1","3
1 2
2 3","3 2 3","4
1 2
1 3
1 4","3 5 5 5","4
1 2
2 3
3 4","6 4 4 6","5
1 2
2 3
2 4
4 5","8 5 8 6 9","3
1 2
1 3","2 3 3","5
1 2
1 3
3 4
3 5","6 9 5 8 8"
"D-007-4","Tree Distance Totals Tracker","Diamond","Trees","The distance between two tree nodes is the number of edges on their unique connecting path.","For nodes 1 through N, print each node’s sum of distances to all nodes. Keep the input and output format exact.","Line 1: N.
Next N-1 lines: undirected edge u v.","1 <= N <= 200000
node labels: 1 to N","1
","0","1
","0","2
1 2","1 1","3
1 2
2 3","3 2 3","4
1 2
1 3
1 4","3 5 5 5","4
1 2
2 3
3 4","6 4 4 6","5
1 2
2 3
2 4
4 5","8 5 8 6 9","3
1 2
1 3","2 3 3","5
1 2
1 3
3 4
3 5","6 9 5 8 8"
"D-007-5","Tree Distance Totals Verifier","Diamond","Trees","The distance between two tree nodes is the number of edges on their unique connecting path.","For nodes 1 through N, print each node’s sum of distances to all nodes. Use the same definition for all tests.","Line 1: N.
Next N-1 lines: undirected edge u v.","1 <= N <= 200000
node labels: 1 to N","1
","0","1
","0","2
1 2","1 1","3
1 2
2 3","3 2 3","4
1 2
1 3
1 4","3 5 5 5","4
1 2
2 3
3 4","6 4 4 6","5
1 2
2 3
2 4
4 5","8 5 8 6 9","3
1 2
1 3","2 3 3","5
1 2
1 3
3 4
3 5","6 9 5 8 8"
"D-008-1","Ancestor Meeting Queries","Diamond","Trees","Root the tree at node 1. The lowest common ancestor of two nodes is their deepest shared ancestor.","Answer every query by printing the lowest common ancestor. Follow every stated tie rule.","Line 1: N Q.
Next N-1 lines: tree edges.
Next Q lines: query nodes a b.","1 <= N,Q <= 200000
node labels: 1 to N","2 2
1 2
1 2
2 2","1
2","2 2
1 2
1 2
2 2","1
2","3 2
1 2
1 3
2 3
1 2","1
1","4 2
1 2
2 3
2 4
3 4
3 2","2
2","5 2
1 2
1 3
3 4
3 5
4 5
2 4","3
1","1 1
1 1","1","4 2
1 2
1 3
3 4
2 4
3 4","1
3","5 2
1 2
2 3
3 4
4 5
4 5
2 5","4
2","6 2
1 2
1 3
2 4
2 5
3 6
4 5
4 6","2
1"
"D-008-2","Ancestor Meeting Queries Planner","Diamond","Trees","Root the tree at node 1. The lowest common ancestor of two nodes is their deepest shared ancestor.","Answer every query by printing the lowest common ancestor. Print only the required result.","Line 1: N Q.
Next N-1 lines: tree edges.
Next Q lines: query nodes a b.","1 <= N,Q <= 200000
node labels: 1 to N","2 2
1 2
1 2
2 2","1
2","2 2
1 2
1 2
2 2","1
2","3 2
1 2
1 3
2 3
1 2","1
1","4 2
1 2
2 3
2 4
3 4
3 2","2
2","5 2
1 2
1 3
3 4
3 5
4 5
2 4","3
1","1 1
1 1","1","4 2
1 2
1 3
3 4
2 4
3 4","1
3","5 2
1 2
2 3
3 4
4 5
4 5
2 5","4
2","6 2
1 2
1 3
2 4
2 5
3 6
4 5
4 6","2
1"
"D-008-3","Ancestor Meeting Queries Checkpoint","Diamond","Trees","Root the tree at node 1. The lowest common ancestor of two nodes is their deepest shared ancestor.","Answer every query by printing the lowest common ancestor. Treat each input as one independent scenario.","Line 1: N Q.
Next N-1 lines: tree edges.
Next Q lines: query nodes a b.","1 <= N,Q <= 200000
node labels: 1 to N","2 2
1 2
1 2
2 2","1
2","2 2
1 2
1 2
2 2","1
2","3 2
1 2
1 3
2 3
1 2","1
1","4 2
1 2
2 3
2 4
3 4
3 2","2
2","5 2
1 2
1 3
3 4
3 5
4 5
2 4","3
1","1 1
1 1","1","4 2
1 2
1 3
3 4
2 4
3 4","1
3","5 2
1 2
2 3
3 4
4 5
4 5
2 5","4
2","6 2
1 2
1 3
2 4
2 5
3 6
4 5
4 6","2
1"
"D-008-4","Ancestor Meeting Queries Tracker","Diamond","Trees","Root the tree at node 1. The lowest common ancestor of two nodes is their deepest shared ancestor.","Answer every query by printing the lowest common ancestor. Keep the input and output format exact.","Line 1: N Q.
Next N-1 lines: tree edges.
Next Q lines: query nodes a b.","1 <= N,Q <= 200000
node labels: 1 to N","2 2
1 2
1 2
2 2","1
2","2 2
1 2
1 2
2 2","1
2","3 2
1 2
1 3
2 3
1 2","1
1","4 2
1 2
2 3
2 4
3 4
3 2","2
2","5 2
1 2
1 3
3 4
3 5
4 5
2 4","3
1","1 1
1 1","1","4 2
1 2
1 3
3 4
2 4
3 4","1
3","5 2
1 2
2 3
3 4
4 5
4 5
2 5","4
2","6 2
1 2
1 3
2 4
2 5
3 6
4 5
4 6","2
1"
