"id","name","division","category","background","task","input_format","constraints","sample_input","sample_output","test1_input","test1_output","test2_input","test2_output","test3_input","test3_output","test4_input","test4_output","test5_input","test5_output","test6_input","test6_output","test7_input","test7_output","test8_input","test8_output","test9_input","test9_output","test10_input","test10_output","test11_input","test11_output","test12_input","test12_output"
"G-003-1","Longest Substring With At Most K Distinct","Gold","Strings","A substring is a contiguous sequence of characters from a string. Distinct characters are the different letters that appear in the substring.","Given an integer k and a lowercase string S, output the length of the longest contiguous substring of S that contains at most k distinct characters. If no non-empty substring satisfies this (e.g., k = 0), output 0.","Line 1: integer k
Line 2: string S (lowercase letters only)","0 ≤ k ≤ 26; 1 ≤ |S| ≤ 300000","2
abcba
","3","2
abcba
","3","0
a
","0","10
abac
","4","1
aaaa
","4","0
abc
","0","2
eceba
","3","2
abaccc
","4","3
abcabcabc
","9","0
c","0","3
aab","3","0
abcbba","0","1
bbabacccb","3"
"G-003-2","Longest Product ID Run With At Most K Brands","Gold","Arrays","A run is a contiguous subarray of product IDs. Distinct brands are the number of different ID values in the run.","Given n product IDs and an integer k, find the length of the longest contiguous subarray that contains at most k distinct ID values. If k = 0, output 0.","Line 1: two integers n and k separated by a space
Line 2: n integers — the product IDs (space separated)","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each product ID is an integer in [0, 10^9]","5 2
1 2 1 3 2
","3","5 2
1 2 1 3 2
","3","1 0
5
","0","4 1
7 7 7 7
","4","6 10
1 2 3 2 1 4
","6","7 2
1 2 2 3 2 2 1
","5","5 1
1 2 2 2 3
","3","5 2
0 1000000000 0 1000000000 1
","4","5 0
1 1 1 1 1
","0","1 2
4","1","3 2
1 3 3","3","6 3
4 4 4 3 3 2","6","9 2
4 1 4 2 4 1 4 3 2","3"
"G-003-3","Count Subarrays With At Most K Distinct Values","Gold","Arrays","A subarray is a contiguous slice of the array. We count every contiguous subarray whose number of distinct values is at most k.","Given n integers and integer k, output the total number of contiguous subarrays whose number of distinct values is at most k. Empty subarray is not counted.","Line 1: two integers n and k separated by a space
Line 2: n integers (space separated)","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each element is an integer in [−10^9, 10^9]","3 2
1 2 1
","6","3 2
1 2 1
","6","1 0
5
","0","4 1
1 1 2 2
","6","4 2
1 2 3 4
","7","5 2
1 2 1 3 2
","10","3 0
1 1 1
","0","5 3
1 2 3 2 1
","15","5 1
1 2 1 2 1
","5","1 1
1","1","3 0
2 3 3","0","6 1
4 2 1 3 2 2","7","9 1
3 3 1 2 1 1 1 2 4","13"
"G-003-4","Longest Color Run With At Most K Colors","Gold","Arrays","You are given a sequence of color codes (single uppercase letters). A run is a contiguous sequence of colors; distinct colors are the different letters in that run.","Given n color letters and integer k, output the length of the longest contiguous run that contains at most k distinct colors. If k = 0, output 0.","Line 1: two integers n and k separated by a space
Line 2: n uppercase letters separated by spaces (each letter is 'A'..'Z')","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; letters are 'A'..'Z'","6 2
R G R R B G
","4","6 2
R G R R B G
","4","1 0
A
","0","5 1
B B B B B
","5","5 10
A B C A B
","5","6 2
A A B C B B
","4","6 1
A B A B A B
","1","4 0
A A A A
","0","8 3
A B C D A B C D
","3","1 0
B","0","3 3
A A B","3","6 2
A A A B C C","4","9 2
B A B C C C C A B","5"
"G-003-5","Longest Time Window With At Most K Event Types","Gold","Arrays","Events are recorded as integer type IDs in time order. A time window is a contiguous sequence of events; distinct event types are the different IDs inside the window.","Given n event type IDs and integer k, output the length of the longest contiguous time window that contains at most k distinct event types. If k = 0, output 0.","Line 1: two integers n and k separated by a space
Line 2: n integers — event type IDs (space separated)","1 ≤ n ≤ 300000; 0 ≤ k ≤ n; each ID is an integer in [0, 10^9]","5 2
1 2 2 3 2
","4","5 2
1 2 2 3 2
","4","1 0
10
","0","5 1
4 4 4 4 4
","5","6 6
1 2 3 4 5 6
","6","7 2
2 1 1 3 1 1 2
","5","4 1
0 0 1 0
","2","4 0
1 1 1 1
","0","6 2
100 200 100 300 100 200
","3","1 0
4","0","3 2
3 2 4","2","6 2
1 1 3 4 4 2","3","9 1
3 2 1 3 4 2 2 4 3","2"
"G-004-1","Exact Sum Subarray","Gold","Arrays","You are given a list of positive integers. A contiguous subarray is a sequence of consecutive elements. Indices are 1-based.","Find any contiguous subarray whose elements sum exactly to S. If multiple exist, choose the one with the smallest left index; if still tied, choose the one with the smallest right index. Output the left and right indices separated by a space, or -1 if none exist.","Line 1: two integers n and S. Line 2: n positive integers a1 a2 ... an on one line.","1 ≤ n ≤ 300000. 1 ≤ ai ≤ 10^9. 1 ≤ S ≤ 10^18. All ai are strictly positive. The chosen solution must run in O(n) time.","7 14
2 1 3 4 3 2 5
","4 7","7 14
2 1 3 4 3 2 5
","4 7","1 5
5
","1 1","1 3
5
","-1","5 9
1 2 3 4 5
","2 4","6 10
5 5 5 5 5 5
","1 2","5 15
1 2 3 4 5
","1 5","4 100
10 20 30 10
","-1","6 4
2 2 2 2 2 2
","1 2","1 8
1","-1","3 2
5 5 2","3 3","5 6
4 2 4 5 1","1 2","7 13
2 1 3 4 5 4 5","2 5"
"G-004-2","Count Exact-Sum Windows","Gold","Two Pointers","Given a sequence of strictly positive integers, a contiguous window is any consecutive subsequence. Each valid window's sum is the total of its elements.","Output the number of contiguous windows whose sum equals S.","Line 1: two integers n and S. Line 2: n positive integers a1 a2 ... an on one line.","1 ≤ n ≤ 300000. 1 ≤ ai ≤ 10^9. 1 ≤ S ≤ 10^18. All ai are strictly positive. Expected time O(n).","6 5
1 2 3 2 2 1
","3","6 5
1 2 3 2 2 1
","3","1 5
5
","1","1 3
5
","0","5 5
1 1 1 1 1
","1","5 3
3 3 3 3 3
","5","6 4
2 2 2 2 2 2
","5","4 100
10 20 30 10
","0","7 6
1 2 1 2 1 2 1
","4","1 12
4","0","3 5
5 5 5","3","5 16
4 1 2 3 5","0","7 3
1 1 1 1 2 3 2","4"
"G-004-3","Shortest Exact Window","Gold","Sliding Window","A contiguous window in a positive-valued array has a well-defined sum. Window length is the number of elements included.","Find the smallest length (number of elements) of any contiguous window whose sum equals S. Output that length, or -1 if none exists.","Line 1: two integers n and S. Line 2: n positive integers a1 a2 ... an on one line.","1 ≤ n ≤ 300000. 1 ≤ ai ≤ 10^9. 1 ≤ S ≤ 10^18. All ai are strictly positive. Expected O(n) time.","5 6
1 5 1 2 3
","2","5 6
1 5 1 2 3
","2","1 6
6
","1","1 6
5
","-1","4 6
3 3 3 3
","2","3 3
1 1 1
","3","4 100
10 20 30 10
","-1","6 4
1 1 1 1 1 1
","4","4 5
2 4 1 5
","1","1 2
1","-1","3 5
1 4 4","2","5 1
5 2 3 2 5","-1","7 2
5 3 3 4 2 3 3","1"
"G-004-4","Longest Exact Window","Gold","Searching","For a positive integer array, longer contiguous windows have larger sums in a monotone fashion when expanding the right end while left is fixed.","Find the maximum length of a contiguous window whose elements sum exactly to S. Output that length, or -1 if none exists.","Line 1: two integers n and S. Line 2: n positive integers a1 a2 ... an on one line.","1 ≤ n ≤ 300000. 1 ≤ ai ≤ 10^9. 1 ≤ S ≤ 10^18. All ai are strictly positive. Expected O(n) time.","6 5
1 2 3 2 2 1
","3","6 5
1 2 3 2 2 1
","3","1 5
5
","1","1 3
5
","-1","6 10
5 5 5 5 5 5
","2","5 15
1 2 3 4 5
","5","7 4
1 1 1 2 1 1 1
","3","4 4
2 2 2 2
","2","4 1
10 1 1 1
","1","1 20
4","-1","3 7
4 2 1","3","5 15
1 3 2 4 4","-1","7 11
1 5 4 2 1 1 3","5"
"G-004-5","List Exact-Sum Starts","Gold","Arrays","When a contiguous window sums to S, its starting index identifies where the block begins. Indices are 1-based.","List, in increasing order, all starting indices of contiguous windows whose elements sum exactly to S, separated by single spaces. If none exist, output -1.","Line 1: two integers n and S. Line 2: n positive integers a1 a2 ... an on one line.","1 ≤ n ≤ 300000. 1 ≤ ai ≤ 10^9. 1 ≤ S ≤ 10^18. All ai are strictly positive. Expected O(n) time.","7 5
2 3 1 4 1 1 4
","1 3 4 6","7 5
2 3 1 4 1 1 4
","1 3 4 6","1 5
5
","1","3 10
2 2 2
","-1","3 3
3 3 3
","1 2 3","5 3
1 2 1 2 1
","1 2 3 4","4 10
2 3 4 1
","1","4 100
10 20 30 10
","-1","5 5
2 1 3 2 3
","3 4","1 16
4","-1","3 1
5 1 5","2","5 2
4 2 3 1 4","2","7 1
3 3 2 4 1 2 1","5 7"
"G-005-1","Subarray Sum Target","Gold","Arrays","A subarray is a contiguous slice of the array. The sum of a subarray is the sum of its elements. Count every distinct pair of start and end indices (i ≤ j) that yields the required sum.","Given an integer array and a target T, count how many contiguous subarrays have sum exactly T. Output the count as a single integer.","Line 1: n T (two integers)
Line 2: n integers a1 a2 ... an (space-separated)","1 ≤ n ≤ 300000. Each ai is between -1e9 and 1e9. |T| ≤ 1e18. The answer fits in a signed 64-bit integer.","5 5
1 2 3 -1 0
","3","5 5
1 2 3 -1 0
","3","1 0
0
","1","3 7
1 2 3
","0","6 0
1 -1 1 -1 1 -1
","9","3 1000000000000000000
1000000000000000000 1000000000000000000 -1000000000000000000
","3","4 3
1 2 1 2
","3","5 -1
-1 0 1 0 -1
","5","5 0
0 0 0 0 0
","15","1 -3
0","0","3 0
-2 0 -1","1","5 0
1 -3 3 1 3","1","7 2
1 -2 0 3 0 0 2","6"
"G-005-2","Balanced AB Substrings","Gold","Strings","Treat 'A' as +1 and 'B' as -1. A substring is contiguous characters; its sum is the sum of mapped values. Balanced means equal counts of A and B, i.e., substring sum zero.","Given a string of A and B, count substrings whose number of A equals number of B. Output the count as a single integer.","Line 1: n (integer length)
Line 2: string s of length n consisting only of characters 'A' and 'B'.","1 ≤ n ≤ 300000. s contains only 'A' and 'B'. The answer fits in a signed 64-bit integer.","6
AABBAB
","6","6
AABBAB
","6","1
A
","0","4
BBBB
","0","4
ABAB
","4","4
AABB
","2","7
AAABBBB
","3","2
BA
","1","5
AAAAA
","0","1
B","0","3
AAA","0","5
BBBAA","2","3
AAB","1"
"G-005-3","Exact Ones Segments","Gold","Frequency Counting","Given a binary array (0/1), the number of ones in a subarray is the sum of its elements. Count contiguous subarrays that contain exactly k ones.","Given n, k and an array of n zeros and ones, output the number of contiguous subarrays whose sum (number of ones) is exactly k.","Line 1: n k (two integers)
Line 2: n integers (each 0 or 1) separated by spaces","1 ≤ n ≤ 300000. 0 ≤ k ≤ n. Each array element is 0 or 1. The answer fits in a signed 64-bit integer.","6 2
1 0 1 1 0 0
","7","6 2
1 0 1 1 0 0
","7","1 0
0
","1","1 1
1
","1","4 5
1 0 1 0
","0","5 0
0 0 0 0 0
","15","5 1
1 1 1 1 1
","5","6 3
1 0 1 0 1 0
","2","4 0
1 0 0 1
","3","1 2
0","0","3 2
1 0 0","0","5 0
1 0 0 1 1","3","7 1
0 0 1 0 0 1 1","13"
"G-005-4","Robot Net Displacement","Gold","Simulation","A string of '+' and '-' describes steps of +1 and -1 on a line. The net displacement of a contiguous interval is the sum of those steps.","Given n, target D and a string of '+' and '-', count contiguous intervals whose net displacement equals D. Output the count as a single integer.","Line 1: n D (two integers)
Line 2: string of length n consisting only of '+' and '-'","1 ≤ n ≤ 300000. Each character is '+' or '-'. |D| ≤ 300000. The answer fits in a signed 64-bit integer.","5 1
++-+-
","6","5 1
++-+-
","6","1 0
-
","0","4 3
++++
","2","4 -1
-+-+
","3","5 10
+-+-+
","0","4 0
+-+-
","4","5 2
+++++
","4","5 1
++--+
","5","1 1
-","0","3 -2
++-","0","5 -3
+++++","0","7 -1
---+---","9"
"G-005-5","Anomalous Periods","Gold","Hash Maps","A time series of signed integers records successive changes. A contiguous period's total change is the sum of its values. We count periods equal to a given anomaly threshold.","Given n and a target T, count contiguous subarrays whose sum is exactly T. Output the count as a single integer.","Line 1: n T (two integers)
Line 2: n integers b1 b2 ... bn (space-separated)","1 ≤ n ≤ 300000. Each bi is between -1e9 and 1e9. |T| ≤ 1e18. The answer fits in a signed 64-bit integer.","6 3
3 0 0 3 3 -3
","10","6 3
3 0 0 3 3 -3
","10","1 3
3
","1","4 100
1 2 3 4
","0","5 -3
-3 0 -3 3 0
","6","4 0
0 0 0 0
","10","4 6
3 3 3 0
","3","4 1
2 -1 0 0
","3","5 5
5 0 0 0 0
","5","1 -4
-2","0","3 2
2 -1 3","2","5 -1
2 -1 1 -3 -3","2","7 -1
3 2 -3 1 -3 1 -1","3"
"G-006-1","Balanced Bits","Gold","Strings","A contiguous substring is a block of adjacent characters. A balanced substring has exactly as many '0' characters as '1' characters.","Find the length of the longest contiguous substring with equal numbers of '0' and '1'. If no such substring exists print 0.","Line 1: n (integer), the length of the string. Line 2: a binary string of length n consisting of characters '0' and '1'.","1 ≤ n ≤ 300000. The string contains only characters '0' and '1'. O(n) expected.","8
11010010
","8","8
11010010
","8","1
0
","0","2
01
","2","5
11111
","0","4
0101
","4","6
110000
","4","7
1010101
","6","5
00110
","4","3
100","2","5
10101","4","7
1111100","4","3
110","2"
"G-006-2","Red-Blue Pairs","Gold","Arrays","A contiguous segment is a sequence of adjacent items in the string. Count every pair of start and end indices that form such a segment. Treat 'R' and 'B' as two opposite types.","Count how many contiguous segments have exactly the same number of 'R' characters as 'B' characters. Print the count as a single integer.","Line 1: n (integer), the length of the string. Line 2: a string of length n consisting only of 'R' and 'B'.","1 ≤ n ≤ 300000. The string contains only 'R' and 'B'. Answer fits in a 64-bit signed integer. O(n) expected.","6
RBRBRB
","9","6
RBRBRB
","9","1
R
","0","2
RB
","1","4
RRRR
","0","4
RRBB
","2","6
RBRRBB
","6","8
RRBBRRBB
","10","3
BRB
","2","1
B","0","3
RBR","2","5
RRBRB","4","7
RRRBRBR","6"
"G-006-3","Match Period","Gold","Arrays","You are given a sequence of scoring events. A contiguous period (subarray) is balanced if team A scored as many times as team B within that period.","Find a longest contiguous period where A and B scored equally. If multiple periods share maximal length, output the one with the earliest starting index. Print two 1-based integers: start and end index of that period. If none exists print ""-1 -1"".","Line 1: n (integer). Line 2: a string of length n made of characters 'A' and 'B', where character i is the team that scored on event i.","1 ≤ n ≤ 300000. The string contains only 'A' and 'B'. O(n) expected.","7
AABBABA
","1 6","7
AABBABA
","1 6","1
A
","-1 -1","2
AB
","1 2","4
BBAA
","1 4","4
ABAB
","1 4","6
AABBAA
","1 4","5
BBBBB
","-1 -1","6
BAABAB
","1 6","3
BAA","1 2","5
AABAB","2 5","7
AAAAABA","5 6","1
B","-1 -1"
"G-006-4","Vowel-Consonant Balance","Gold","Strings","Vowels are the letters a, e, i, o, u. Every other lowercase English letter is a consonant. A contiguous substring is balanced if it contains exactly as many vowels as consonants.","Output the length of the longest contiguous substring with equal numbers of vowels and consonants. If none exists, print 0.","Line 1: n (integer). Line 2: a lowercase string of length n (letters 'a'–'z').","1 ≤ n ≤ 300000. The string contains only lowercase English letters. Vowels = {a,e,i,o,u}. O(n) expected.","8
aeiobcbd
","8","8
aeiobcbd
","8","1
a
","0","2
az
","2","5
bcdfg
","0","5
aeiou
","0","7
baacadb
","6","3
zzy
","0","4
abzz
","2","1
z","0","3
bbe","2","5
zeezz","4","7
ezbzbee","4"
"G-006-5","Longest Equal Zero-One Blocks","Gold","Strings","A contiguous block (substring) is balanced when it contains exactly as many '0' characters as '1' characters. We care about the maximum possible length and how many distinct substrings achieve that length.","Find two integers: the length L of the longest contiguous substring with equal counts of '0' and '1', and the number of distinct substrings that achieve that length. If no balanced substring exists print ""0 0"".","Line 1: n (integer). Line 2: a binary string of length n consisting only of '0' and '1'.","1 ≤ n ≤ 300000. The string contains only '0' and '1'. Use 64-bit for counts. O(n) expected.","8
11010010
","8 1","8
11010010
","8 1","1
0
","0 0","2
01
","2 1","4
0101
","4 1","6
001100
","4 3","6
010101
","6 1","4
1111
","0 0","4
1010
","4 1","1
1","0 0","3
111","0 0","5
01110","2 2","7
0111101","2 3"
"G-007-1","Minimum Workdays","Gold","Sliding Window","You have a list of positive daily workloads. A contiguous block of days is called a window and its value is the sum of workloads in that block. Only the sum and length of windows matter.","Find the minimum number of consecutive days whose total workload is at least the target S. If no such window exists, print 0.","Line 1: two integers n and S separated by a space
Line 2: n positive integers (the workloads) separated by spaces","1 ≤ n ≤ 300000; 1 ≤ each workload ≤ 10^9; 1 ≤ S ≤ 10^18. All workloads are positive integers.","8 15
2 3 1 2 4 3 6 1","4","8 15
2 3 1 2 4 3 6 1","4","1 5
5","1","4 100
10 20 30 10","0","6 7
2 3 4 1 1 6","2","5 15
1 2 3 4 5","5","5 1000000000
300000000 300000000 200000000 200000000 1","4","10 7
1 1 1 1 1 1 1 1 1 1","7","7 10
1 2 3 1 1 2 10","1","1 16
8","0","3 20
4 6 9","0","5 22
1 4 8 9 7","3","8 5
7 9 6 1 9 2 3 7","1"
"G-007-2","Shortest Batch To Reach Quota","Gold","Arrays","A warehouse processes items in batches; each batch yields a positive quantity. Batches are listed in order and you may take only contiguous batches.","Output the smallest number of consecutive batches whose total quantity is at least the quota Q. If impossible, output 0.","Line 1: two integers n and Q separated by a space
Line 2: n positive integers (quantities) separated by spaces","1 ≤ n ≤ 300000; 1 ≤ each quantity ≤ 10^9; 1 ≤ Q ≤ 10^18. All quantities are positive integers.","7 12
2 1 5 2 3 2 1","4","7 12
2 1 5 2 3 2 1","4","3 6
2 2 2","3","4 5
5 1 1 1","1","5 20
4 4 4 4 3","0","6 15
7 3 5 6 2 1","3","1 1
1","1","8 9
2 2 2 2 2 2 2 2","5","9 11
1 2 3 3 4 1 1 1 1","4","1 2
8","1","3 16
8 1 2","0","5 11
8 3 2 2 4","2","8 12
5 9 2 3 6 1 3 7","2"
